Subject,Object,DBSCAN_Cluster,Sentence
carbon,cost,0,Therefore as resources are not a constraint CCSM can be considered as an alternative method of carbon capture in those areas where geological storage is not possible and even as a viable equivalent in all areas if comparable cost is achieved.
carbon,isotope,0,"14.7–17.0 Myrs ago and sitting within the Monterey carbon isotope excursion (MCIE)14,15."
technology,capture,0,"The possible resource figure of 90 teratonnes is huge and could make a substantial impact on global emissions, if the technology can be made viable, as this could capture global emissions for hundreds of years."
gradient,carbon,-1,"The classic interpretation, known as the Monterey Hypothesis19, proposed that long-term cooling increased the latitudinal gradient, invigorating upwelling, which led to increased organic carbon burial rates, lowering atmospheric CO2."
capture,storage,0,Therefore as resources are not a constraint CCSM can be considered as an alternative method of carbon capture in those areas where geological storage is not possible and even as a viable equivalent in all areas if comparable cost is achieved.
isotope,carbon,0,"Subsequent hypotheses using strontium and osmium isotope records, invoked increased silicate weathering and enhanced nutrient delivery as a mechanism for CO2 draw down via enhanced organic carbon deposition and mid- Miocene cooling6."
capture,industry,0,Using this method to capture a major proportion of global emissions would require a mining industry on a scale very much larger than anything known at present and very large open pit mines in areas where such industry had not previously existed and might 
capture,cost,0,Therefore as resources are not a constraint CCSM can be considered as an alternative method of carbon capture in those areas where geological storage is not possible and even as a viable equivalent in all areas if comparable cost is achieved.
carbon,capture,0,Therefore as resources are not a constraint CCSM can be considered as an alternative method of carbon capture in those areas where geological storage is not possible and even as a viable equivalent in all areas if comparable cost is achieved.
storage,cost,0,Therefore as resources are not a constraint CCSM can be considered as an alternative method of carbon capture in those areas where geological storage is not possible and even as a viable equivalent in all areas if comparable cost is achieved.
carbon,storage,0,Therefore as resources are not a constraint CCSM can be considered as an alternative method of carbon capture in those areas where geological storage is not possible and even as a viable equivalent in all areas if comparable cost is achieved.
carbon,capture,0,"Large-scale utilization of biomass energy and carbon dioxide capture and storage in the transport and electricity sectors under stringent CO2 concentration limit scenarios. Int. J. Greenh. Gas Control 4, 865–877 (2010). 82. Popp, A. et al."
carbon,storage,0,"Large-scale utilization of biomass energy and carbon dioxide capture and storage in the transport and electricity sectors under stringent CO2 concentration limit scenarios. Int. J. Greenh. Gas Control 4, 865–877 (2010). 82. Popp, A. et al."
carbon,transport,0,"Large-scale utilization of biomass energy and carbon dioxide capture and storage in the transport and electricity sectors under stringent CO2 concentration limit scenarios. Int. J. Greenh. Gas Control 4, 865–877 (2010). 82. Popp, A. et al."
storage,transport,0,"Large-scale utilization of biomass energy and carbon dioxide capture and storage in the transport and electricity sectors under stringent CO2 concentration limit scenarios. Int. J. Greenh. Gas Control 4, 865–877 (2010). 82. Popp, A. et al."
storage,gas,0,"Large-scale utilization of biomass energy and carbon dioxide capture and storage in the transport and electricity sectors under stringent CO2 concentration limit scenarios. Int. J. Greenh. Gas Control 4, 865–877 (2010). 82. Popp, A. et al."
transport,gas,0,"Large-scale utilization of biomass energy and carbon dioxide capture and storage in the transport and electricity sectors under stringent CO2 concentration limit scenarios. Int. J. Greenh. Gas Control 4, 865–877 (2010). 82. Popp, A. et al."
technology,gas,0,"Influence of climate change mitigation technology on global demands of water for electricity generation. Int. J. Greenh. Gas Control 13, 112–123 (2013). 84. Lehne, J., Yu, S., Blahut, N. & Charles, M."
steel,sector,0,"1.5C Steel: Decarbonising the Steel Sector in Paris-Compatible Pathways (E3G, 2021). 85. H2A: Hydrogen Analysis Production Models (NREL, 2018). 86. GCAM v.5.4 (JGCRI, 2021). 87. GCAM v.5.4 Documentation http://jgcri.github.io/gcam-doc/ (JGCRI, 2022). 88."
steel,sector,0,"1.5C Steel: Decarbonising the Steel Sector in Paris-Compatible Pathways (E3G, 2021). 85. H2A: Hydrogen Analysis Production Models (NREL, 2018). 86. GCAM v.5.4 (JGCRI, 2021). 87. GCAM v.5.4 Documentation http://jgcri.github.io/gcam-doc/ (JGCRI, 2022). 88."
steel,analysis,0,"1.5C Steel: Decarbonising the Steel Sector in Paris-Compatible Pathways (E3G, 2021). 85. H2A: Hydrogen Analysis Production Models (NREL, 2018). 86. GCAM v.5.4 (JGCRI, 2021). 87. GCAM v.5.4 Documentation http://jgcri.github.io/gcam-doc/ (JGCRI, 2022). 88."
sector,analysis,0,"1.5C Steel: Decarbonising the Steel Sector in Paris-Compatible Pathways (E3G, 2021). 85. H2A: Hydrogen Analysis Production Models (NREL, 2018). 86. GCAM v.5.4 (JGCRI, 2021). 87. GCAM v.5.4 Documentation http://jgcri.github.io/gcam-doc/ (JGCRI, 2022). 88."
hydrogen,analysis,0,"1.5C Steel: Decarbonising the Steel Sector in Paris-Compatible Pathways (E3G, 2021). 85. H2A: Hydrogen Analysis Production Models (NREL, 2018). 86. GCAM v.5.4 (JGCRI, 2021). 87. GCAM v.5.4 Documentation http://jgcri.github.io/gcam-doc/ (JGCRI, 2022). 88."
surface,temperature,0,"Geosci. 10, 382–386 (2017). 90. Walker, J. C. G., Hays, P. B. & Kasting, J. F. A negative feedback mechanism for the long-term stabilization of Earth’s surface temperature. J. Geophys. Res. 86, 9776–9782 (1981). 91. Renforth, P."
chemical,carbon,0,"The negative emission potential of alkaline materials. Nat. Commun. 10, 1401 (2019). 92. Hartmann, J. et al. Enhanced chemical weathering as a geoengineering strategy to reduce atmospheric carbon dioxide, supply nutrients, and mitigate ocean acidification. Rev."
assessment,capture,0,"A process for capturing CO2 from the atmosphere. Joule 2, 1573–1594 (2018). 98. Fasihi, M., Efimova, O. & Breyer, C. Techno-economic assessment of CO2 direct air capture plants. J. Clean. Prod. 224, 957–980 (2019). 99. Beuttler, C., Charles, L. & Wurzbacher, J."
greenhouse,gas,0,"The role of direct air capture in mitigation of anthropogenic greenhouse gas emissions. Front. Clim. https://doi.org/10.3389/fclim.2019.00010 (2019). 100. Beerling, D. J. et al. Farming with crops and rocks to address global climate, food and soil security. Nat."
management,greenhouse,0,"Land-management options for greenhouse gas removal and their impacts on ecosystem services and the Sustainable Development Goals. Annu. Rev. Environ. Resour. 44, 255–286 (2019). 104. Strefler, J., Amann, T., Bauer, N., Kriegler, E. & Hartmann, J."
management,gas,0,"Land-management options for greenhouse gas removal and their impacts on ecosystem services and the Sustainable Development Goals. Annu. Rev. Environ. Resour. 44, 255–286 (2019). 104. Strefler, J., Amann, T., Bauer, N., Kriegler, E. & Hartmann, J."
greenhouse,gas,0,"Land-management options for greenhouse gas removal and their impacts on ecosystem services and the Sustainable Development Goals. Annu. Rev. Environ. Resour. 44, 255–286 (2019). 104. Strefler, J., Amann, T., Bauer, N., Kriegler, E. & Hartmann, J."
storage,assessment,0,"A first-order global geological CO2-storage potential supply curve and its application in a global integrated assessment model. Greenh. Gas Control Technol. https://doi.org/10.1016/ B978-008044704-9/50058-6 (2005). 106. DeVries, T., Holzer, M. & Primeau, F."
storage,model,0,"A first-order global geological CO2-storage potential supply curve and its application in a global integrated assessment model. Greenh. Gas Control Technol. https://doi.org/10.1016/ B978-008044704-9/50058-6 (2005). 106. DeVries, T., Holzer, M. & Primeau, F."
storage,gas,0,"A first-order global geological CO2-storage potential supply curve and its application in a global integrated assessment model. Greenh. Gas Control Technol. https://doi.org/10.1016/ B978-008044704-9/50058-6 (2005). 106. DeVries, T., Holzer, M. & Primeau, F."
assessment,model,0,"A first-order global geological CO2-storage potential supply curve and its application in a global integrated assessment model. Greenh. Gas Control Technol. https://doi.org/10.1016/ B978-008044704-9/50058-6 (2005). 106. DeVries, T., Holzer, M. & Primeau, F."
assessment,gas,0,"A first-order global geological CO2-storage potential supply curve and its application in a global integrated assessment model. Greenh. Gas Control Technol. https://doi.org/10.1016/ B978-008044704-9/50058-6 (2005). 106. DeVries, T., Holzer, M. & Primeau, F."
model,gas,0,"A first-order global geological CO2-storage potential supply curve and its application in a global integrated assessment model. Greenh. Gas Control Technol. https://doi.org/10.1016/ B978-008044704-9/50058-6 (2005). 106. DeVries, T., Holzer, M. & Primeau, F."
storage,carbon,0,"Recent increase in oceanic carbon uptake driven by weaker upper-ocean overturning. Nature 542, 215–218 (2017). 107. Khatiwala, S. et al. Global ocean storage of anthropogenic carbon. Biogeosciences 10, 2169–2191 (2013). 108. Devries, T."
fuel,environment,0,"The oceanic anthropogenic CO2 sink: storage, air–sea fluxes, and transports over the industrial era. Glob. Biogeochem. Cycles 28, 631–647 (2014). 109. Patterson, B. D. et al. Renewable CO2 recycling and synthetic fuel production in a marine environment. Proc."
capture,cost,0,"Natl. Acad. Sci. USA 116, 12212–12219 (2019). 110. Eisaman, M. D. et al. Indirect ocean capture of atmospheric CO2: part II. Understanding the cost of negative emissions. Int. J. Greenh. Gas Control 70, 254–261 (2018). 111. Davies, P. A., Yuan, Q. & De Richter, R."
capture,gas,0,"Natl. Acad. Sci. USA 116, 12212–12219 (2019). 110. Eisaman, M. D. et al. Indirect ocean capture of atmospheric CO2: part II. Understanding the cost of negative emissions. Int. J. Greenh. Gas Control 70, 254–261 (2018). 111. Davies, P. A., Yuan, Q. & De Richter, R."
cost,gas,0,"Natl. Acad. Sci. USA 116, 12212–12219 (2019). 110. Eisaman, M. D. et al. Indirect ocean capture of atmospheric CO2: part II. Understanding the cost of negative emissions. Int. J. Greenh. Gas Control 70, 254–261 (2018). 111. Davies, P. A., Yuan, Q. & De Richter, R."
carbon,emission,0,"A., Lehmann, J. & Joseph, S. Sustainable biochar to mitigate global climate change. Nat. Commun. 1, 56 (2010). 114. Smith, P. Soil carbon sequestration and biochar as negative emission technologies. Glob. Change Biol. 22, 1315–1324 (2016). 115."
carbon,industry,0,"Biochar in climate change mitigation. Nat. Geosci. 14, 883–892 (2021). 121. Wang, Y. et al. Estimating carbon emissions from the pulp and paper industry: a case study. Appl. Energy 184, 779–789 (2016)."
carbonate,injection,0,Enriched δ13C values aﬃliated with carbonates from pre-injection well bore cuttings are plotted adjacent to natural calcite values and do not cluster with observed δ13C groupings from post-CO2 injection samples.
carbonate,well,0,Enriched δ13C values aﬃliated with carbonates from pre-injection well bore cuttings are plotted adjacent to natural calcite values and do not cluster with observed δ13C groupings from post-CO2 injection samples.
injection,well,2,Enriched δ13C values aﬃliated with carbonates from pre-injection well bore cuttings are plotted adjacent to natural calcite values and do not cluster with observed δ13C groupings from post-CO2 injection samples.
source,carbon,0,"Most notable is the correlation between δ13C values obtained from the ankerite nodules and the injected CO2, indicating a common source.17 Altogether, the evidence is conclusive; the isotopic composition of carbon and oxygen in the ankerite precipitates i"
carbonate,basalt,0,s distinct from that of the naturally occurring carbonates in the basalt and so could have formed only from the injected CO2.
injection,basalt,0,A nominal 1000 MT scCO2 injection into the Columbia River basalt formation in eastern Washington state was performed.
injection,core,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
injection,carbonate,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
injection,basalt,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
core,injection,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
core,carbonate,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
core,basalt,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
core,injection,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
core,well,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
injection,carbonate,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
injection,basalt,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
injection,well,2,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
carbonate,basalt,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
carbonate,injection,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
carbonate,well,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
basalt,injection,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
basalt,well,0,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
injection,well,2,"Two years post-injection, core samples extracted from the injection zone showed that carbonate nodules had formed in vugs and veins in the basalt around the injection well."
analysis,carbonate,0,Isotopic analysis of the carbonates conclusively showed the carbonates were derived from the injected CO2.
analysis,carbonate,0,Isotopic analysis of the carbonates conclusively showed the carbonates were derived from the injected CO2.
dissolution,basalt,0,"Moreover, progressive enrichment of the carbonates in Fe and Mn over time can occur only from dissolution of the primary minerals and glassy mesostasis in the basalt."
mineral,carbon,0,"As such, these results validate the ﬁnding that rapid rates of mineral carbonation are derived from basalt dissolution and not just dissolution and reprecipitation of naturally occurring calcite."
mineral,basalt,0,"As such, these results validate the ﬁnding that rapid rates of mineral carbonation are derived from basalt dissolution and not just dissolution and reprecipitation of naturally occurring calcite."
mineral,dissolution,0,"As such, these results validate the ﬁnding that rapid rates of mineral carbonation are derived from basalt dissolution and not just dissolution and reprecipitation of naturally occurring calcite."
mineral,dissolution,0,"As such, these results validate the ﬁnding that rapid rates of mineral carbonation are derived from basalt dissolution and not just dissolution and reprecipitation of naturally occurring calcite."
carbon,basalt,0,"As such, these results validate the ﬁnding that rapid rates of mineral carbonation are derived from basalt dissolution and not just dissolution and reprecipitation of naturally occurring calcite."
carbon,dissolution,0,"As such, these results validate the ﬁnding that rapid rates of mineral carbonation are derived from basalt dissolution and not just dissolution and reprecipitation of naturally occurring calcite."
carbon,dissolution,0,"As such, these results validate the ﬁnding that rapid rates of mineral carbonation are derived from basalt dissolution and not just dissolution and reprecipitation of naturally occurring calcite."
basalt,dissolution,0,"As such, these results validate the ﬁnding that rapid rates of mineral carbonation are derived from basalt dissolution and not just dissolution and reprecipitation of naturally occurring calcite."
basalt,dissolution,0,"As such, these results validate the ﬁnding that rapid rates of mineral carbonation are derived from basalt dissolution and not just dissolution and reprecipitation of naturally occurring calcite."
basalt,rock,0,"That is perhaps the most important conclusion yet from the Wallula pilot test and supports assumptions we made over a decade ago6 about the participation of the entire basalt rock mass in the carbonation reactions, which is necessary to achieve the volume"
basalt,carbon,0,"That is perhaps the most important conclusion yet from the Wallula pilot test and supports assumptions we made over a decade ago6 about the participation of the entire basalt rock mass in the carbonation reactions, which is necessary to achieve the volume"
rock,carbon,0,"That is perhaps the most important conclusion yet from the Wallula pilot test and supports assumptions we made over a decade ago6 about the participation of the entire basalt rock mass in the carbonation reactions, which is necessary to achieve the volume"
mineral,trapping,0, and sustained rates of mineral trapping envisioned for any commercial-scale CO2 storage project in basalts.
mineral,storage,0, and sustained rates of mineral trapping envisioned for any commercial-scale CO2 storage project in basalts.
mineral,project,0, and sustained rates of mineral trapping envisioned for any commercial-scale CO2 storage project in basalts.
mineral,basalt,0, and sustained rates of mineral trapping envisioned for any commercial-scale CO2 storage project in basalts.
trapping,storage,0, and sustained rates of mineral trapping envisioned for any commercial-scale CO2 storage project in basalts.
trapping,project,0, and sustained rates of mineral trapping envisioned for any commercial-scale CO2 storage project in basalts.
trapping,basalt,0, and sustained rates of mineral trapping envisioned for any commercial-scale CO2 storage project in basalts.
storage,project,0, and sustained rates of mineral trapping envisioned for any commercial-scale CO2 storage project in basalts.
storage,basalt,0, and sustained rates of mineral trapping envisioned for any commercial-scale CO2 storage project in basalts.
project,basalt,0, and sustained rates of mineral trapping envisioned for any commercial-scale CO2 storage project in basalts.
technology,carbon,0,"■ ACKNOWLEDGMENTS This work was supported by the U.S. Department of Energy (DOE), Oﬃce of Fossil Energy, through the National Energy Technology Laboratory (Morgantown, WV), the Big Sky Regional Carbon Partnership, the U.S."
environmental,facility,0,"Several of the analyses were performed at EMSL, the Environmental Molecular Sciences Laboratory, a national scientiﬁc user facility sponsored by the DOE’sOﬃce of Biological and Environmental Research, and located at Paciﬁc Northwest National Laboratory (P"
facility,environmental,0,"Several of the analyses were performed at EMSL, the Environmental Molecular Sciences Laboratory, a national scientiﬁc user facility sponsored by the DOE’sOﬃce of Biological and Environmental Research, and located at Paciﬁc Northwest National Laboratory (P"
mineral,trapping,0,"Aquifer disposal of CO2- hydrodynamic and mineral trapping. Energy Convers. Manage. 1994, 35, 269−274. (3) Edenhofer, O. King Coal and the queen of subsidies. Science 2015, 349 (6254), 1286−1287. (4) Gislason, S. R.; Oelkers, E. H. Carbon Storage in Basalt."
carbon,storage,0,"Aquifer disposal of CO2- hydrodynamic and mineral trapping. Energy Convers. Manage. 1994, 35, 269−274. (3) Edenhofer, O. King Coal and the queen of subsidies. Science 2015, 349 (6254), 1286−1287. (4) Gislason, S. R.; Oelkers, E. H. Carbon Storage in Basalt."
carbon,basalt,0,"Aquifer disposal of CO2- hydrodynamic and mineral trapping. Energy Convers. Manage. 1994, 35, 269−274. (3) Edenhofer, O. King Coal and the queen of subsidies. Science 2015, 349 (6254), 1286−1287. (4) Gislason, S. R.; Oelkers, E. H. Carbon Storage in Basalt."
storage,basalt,0,"Aquifer disposal of CO2- hydrodynamic and mineral trapping. Energy Convers. Manage. 1994, 35, 269−274. (3) Edenhofer, O. King Coal and the queen of subsidies. Science 2015, 349 (6254), 1286−1287. (4) Gislason, S. R.; Oelkers, E. H. Carbon Storage in Basalt."
carbon,basalt,0,"Science 2014, 344 (6182), 373−374. (5) Tollefson, J. Pilot projects bury carbon dioxide in basalt. Nature 2013, 500 (7460), 18−18. (6) McGrail, B. P.; Schaef, H. T.; Ho, A. M.; Chien, Y. J.; Dooley, J. J.; Davidson, C. L."
mineral,province,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
carbon,basalt,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
mineral,basalt,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
carbonate,mineral,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
carbonate,volcanic ,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
mineral,greenhouse,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
carbonate,province,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
mineral,gas,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
carbonate,basalt,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
volcanic ,province,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
carbonate,greenhouse,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
volcanic ,basalt,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
carbonate,gas,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
volcanic ,greenhouse,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
volcanic ,gas,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
mineral,volcanic ,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
province,basalt,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
province,greenhouse,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
province,gas,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
basalt,greenhouse,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
basalt,gas,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
greenhouse,gas,0,"Potential for Carbon Dioxide Sequestration in Flood Basalts. J. Geophys. Res. 2006, 111, B12. (7) Schaef, H. T.; McGrail, B. P.; Owen, A. T. Carbonate mineralization of volcanic province basalts. Int. J. Greenhouse Gas Control 2010, 4 (2), 249−261. Figure 3."
isotope,well,0,"Isotope δ 13C and δ18O ratios obtained from samples collected at the Wallula Basalt Pilot Well located in eastern Washington state, which include (1) a pre-CO2 injection calcite vein from a sidewall core (856.7 m) and (2) postinjection carbonate nodules f"
basalt,well,0,"Isotope δ 13C and δ18O ratios obtained from samples collected at the Wallula Basalt Pilot Well located in eastern Washington state, which include (1) a pre-CO2 injection calcite vein from a sidewall core (856.7 m) and (2) postinjection carbonate nodules f"
basalt,injection,0,"Isotope δ 13C and δ18O ratios obtained from samples collected at the Wallula Basalt Pilot Well located in eastern Washington state, which include (1) a pre-CO2 injection calcite vein from a sidewall core (856.7 m) and (2) postinjection carbonate nodules f"
well,injection,3,"Isotope δ 13C and δ18O ratios obtained from samples collected at the Wallula Basalt Pilot Well located in eastern Washington state, which include (1) a pre-CO2 injection calcite vein from a sidewall core (856.7 m) and (2) postinjection carbonate nodules f"
well,core,3,"Isotope δ 13C and δ18O ratios obtained from samples collected at the Wallula Basalt Pilot Well located in eastern Washington state, which include (1) a pre-CO2 injection calcite vein from a sidewall core (856.7 m) and (2) postinjection carbonate nodules f"
injection,core,0,"Isotope δ 13C and δ18O ratios obtained from samples collected at the Wallula Basalt Pilot Well located in eastern Washington state, which include (1) a pre-CO2 injection calcite vein from a sidewall core (856.7 m) and (2) postinjection carbonate nodules f"
injection,carbonate,0,"Isotope δ 13C and δ18O ratios obtained from samples collected at the Wallula Basalt Pilot Well located in eastern Washington state, which include (1) a pre-CO2 injection calcite vein from a sidewall core (856.7 m) and (2) postinjection carbonate nodules f"
core,carbonate,0,"Isotope δ 13C and δ18O ratios obtained from samples collected at the Wallula Basalt Pilot Well located in eastern Washington state, which include (1) a pre-CO2 injection calcite vein from a sidewall core (856.7 m) and (2) postinjection carbonate nodules f"
sample,environmental,0,"See Table S1 for analytical methods, the associated laboratory, sample depths, and values used in the graph. Environmental Science & Technology Letters Letter DOI: 10.1021/acs.estlett.6b00387 Environ. Sci. Technol. Lett. XXXX, XXX, XXX−XXX D"
sample,technology,0,"See Table S1 for analytical methods, the associated laboratory, sample depths, and values used in the graph. Environmental Science & Technology Letters Letter DOI: 10.1021/acs.estlett.6b00387 Environ. Sci. Technol. Lett. XXXX, XXX, XXX−XXX D"
injection,basalt,0,"Minerals 2023, 13, 1154 4 of 34 Hydraulic Fracturing and CO2 Injection: In this approach, hydraulic fracturing tech- niques are employed to create fractures in basalt formations. These fractures provide pathways for the injection of CO2-rich ﬂuids."
basalt,injection,0,"Minerals 2023, 13, 1154 4 of 34 Hydraulic Fracturing and CO2 Injection: In this approach, hydraulic fracturing tech- niques are employed to create fractures in basalt formations. These fractures provide pathways for the injection of CO2-rich ﬂuids."
basalt,mineral,0,"The injected CO2 interacts with the minerals in the fractured basalt, leading to mineral carbonation reactions [60]."
basalt,carbon,0,"The injected CO2 interacts with the minerals in the fractured basalt, leading to mineral carbonation reactions [60]."
mineral,carbon,0,"The injected CO2 interacts with the minerals in the fractured basalt, leading to mineral carbonation reactions [60]."
analysis,basalt,0,This study focusses on the critical review and analysis of the reactivity of basaltic minerals and their in situ CO2 carbonation potentials.
analysis,carbon,0,This study focusses on the critical review and analysis of the reactivity of basaltic minerals and their in situ CO2 carbonation potentials.
temperature,pressure,0,"Seven independent factors, i.e., temperature and pressure, ﬂuid pH, rock composition, ﬂuid composition, dissolution rate, grain size and surface area, and geological settings have been identiﬁed from literature that affect the carbonation process, and the"
